InvoiceNo,Recency,Frequency,Monetary,Cluster,Segment
573593,39,-2618,0.0,0,Low-Value Guests
573594,39,-2003,0.0,0,Low-Value Guests
573595,39,-674,0.0,0,Low-Value Guests
573596,39,-4830,0.0,0,Low-Value Guests
573597,39,-905,0.0,0,Low-Value Guests
573598,39,-1128,0.0,0,Low-Value Guests
573601,39,282,1943.34,0,Low-Value Guests
573633,39,52,371.65,0,Low-Value Guests
573664,39,48,0.0,0,Low-Value Guests
573669,39,1,2.46,0,Low-Value Guests
573670,39,-28,0.0,0,Low-Value Guests
573672,39,-126,0.0,0,Low-Value Guests
573726,39,-67,0.0,0,Low-Value Guests
573734,39,-26,0.0,0,Low-Value Guests
573751,39,10,0.0,0,Low-Value Guests
573752,39,-90,0.0,0,Low-Value Guests
573815,39,-3,0.0,0,Low-Value Guests
573816,39,-10,0.0,0,Low-Value Guests
573880,38,48,0.0,0,Low-Value Guests
573881,38,108,0.0,0,Low-Value Guests
573882,38,48,0.0,0,Low-Value Guests
573883,38,32,0.0,0,Low-Value Guests
573884,38,20,0.0,0,Low-Value Guests
573885,38,40,0.0,0,Low-Value Guests
573916,38,16,22.34,0,Low-Value Guests
573919,38,-23,0.0,0,Low-Value Guests
573920,38,14,0.0,0,Low-Value Guests
573926,38,65,0.0,0,Low-Value Guests
573978,38,27,0.0,0,Low-Value Guests
573979,38,9,0.0,0,Low-Value Guests
573980,38,4,0.0,0,Low-Value Guests
573981,38,26,0.0,0,Low-Value Guests
573983,38,3,0.0,0,Low-Value Guests
573984,38,2,0.0,0,Low-Value Guests
573985,38,2,0.0,0,Low-Value Guests
573986,38,19,0.0,0,Low-Value Guests
573987,38,1,0.0,0,Low-Value Guests
573988,38,1,0.0,0,Low-Value Guests
573989,38,2,0.0,0,Low-Value Guests
573990,38,1,0.0,0,Low-Value Guests
573991,38,36,0.0,0,Low-Value Guests
574073,37,3,0.0,0,Low-Value Guests
574074,37,862,3638.9,2,Recent High-Spenders
574076,37,1034,3514.74,2,Recent High-Spenders
574094,37,-80,0.0,0,Low-Value Guests
574101,37,1,0.0,0,Low-Value Guests
574123,37,-111,0.0,0,Low-Value Guests
574133,37,1,0.0,0,Low-Value Guests
574171,37,-130,0.0,0,Low-Value Guests
574173,37,-42,0.0,0,Low-Value Guests
574176,37,-39,0.0,0,Low-Value Guests
574198,37,-40,0.0,0,Low-Value Guests
574257,36,-3,0.0,0,Low-Value Guests
574270,36,2,6.58,0,Low-Value Guests
574298,36,876,2880.25,2,Recent High-Spenders
574309,36,1,2.55,0,Low-Value Guests
574356,36,753,3803.96,2,Recent High-Spenders
574428,36,3,12.05,0,Low-Value Guests
574432,36,8,5.34,0,Low-Value Guests
574438,36,27,0.0,0,Low-Value Guests
574516,35,-24,0.0,0,Low-Value Guests
574518,35,63,0.0,0,Low-Value Guests
574519,35,1,8.25,0,Low-Value Guests
574520,35,-6,0.0,0,Low-Value Guests
574556,35,18,16.9,0,Low-Value Guests
574561,35,942,3016.47,2,Recent High-Spenders
574574,35,3,15.149999999999999,0,Low-Value Guests
574577,35,-80,0.0,0,Low-Value Guests
574578,35,-240,0.0,0,Low-Value Guests
574579,35,-203,0.0,0,Low-Value Guests
574580,35,-35,0.0,0,Low-Value Guests
574581,35,-62,0.0,0,Low-Value Guests
574582,35,-104,0.0,0,Low-Value Guests
574583,35,-62,0.0,0,Low-Value Guests
574742,33,4,5.0,0,Low-Value Guests
574757,33,-54,0.0,0,Low-Value Guests
574816,33,-1560,0.0,0,Low-Value Guests
574822,33,-1284,0.0,0,Low-Value Guests
574856,33,500,3872.96,2,Recent High-Spenders
574904,32,11,0.0,0,Low-Value Guests
574905,32,-22,0.0,0,Low-Value Guests
574906,32,-81,0.0,0,Low-Value Guests
574918,32,292,288.67,0,Low-Value Guests
574941,32,14149,52940.94,1,One-Time Big Spenders
574950,32,978,3346.73,2,Recent High-Spenders
574967,32,661,2898.19,2,Recent High-Spenders
575048,32,-15,0.0,0,Low-Value Guests
575057,32,1,4.15,0,Low-Value Guests
575084,31,3,17.35,0,Low-Value Guests
575130,31,5,12.01,0,Low-Value Guests
575138,31,698,5269.78,2,Recent High-Spenders
575162,31,1,5.95,0,Low-Value Guests
575175,31,84,0.0,0,Low-Value Guests
575176,31,1403,4363.88,2,Recent High-Spenders
575177,31,1034,3487.08,2,Recent High-Spenders
575287,31,-39,0.0,0,Low-Value Guests
575386,30,-16,0.0,0,Low-Value Guests
575477,30,1251,4638.39,2,Recent High-Spenders
575503,30,-2,0.0,0,Low-Value Guests
575505,30,800,0.0,0,Low-Value Guests
575506,30,150,0.0,0,Low-Value Guests
575513,30,7,0.0,0,Low-Value Guests
575518,30,22,0.0,0,Low-Value Guests
575601,30,28,83.8,0,Low-Value Guests
575613,30,-6,0.0,0,Low-Value Guests
575614,30,-10,0.0,0,Low-Value Guests
575615,29,-130,0.0,0,Low-Value Guests
575617,29,-90,0.0,0,Low-Value Guests
575625,29,-3,0.0,0,Low-Value Guests
575649,29,84,383.47,0,Low-Value Guests
575677,29,4,17.7,0,Low-Value Guests
575696,29,8,10.0,0,Low-Value Guests
575704,29,-63,0.0,0,Low-Value Guests
575714,29,-64,0.0,0,Low-Value Guests
575715,29,-36,0.0,0,Low-Value Guests
575716,29,-21,0.0,0,Low-Value Guests
575717,29,-42,0.0,0,Low-Value Guests
575719,29,24,0.0,0,Low-Value Guests
575720,29,-8,0.0,0,Low-Value Guests
575721,29,-256,0.0,0,Low-Value Guests
575722,29,-256,0.0,0,Low-Value Guests
575739,29,1287,4312.6,2,Recent High-Spenders
575748,29,924,4365.75,2,Recent High-Spenders
575759,29,213,132.95,0,Low-Value Guests
575844,29,14,14.28,0,Low-Value Guests
575875,28,1359,4688.65,2,Recent High-Spenders
575881,28,1,1.34,0,Low-Value Guests
575900,28,7,22.79,0,Low-Value Guests
575901,28,1,1.69,0,Low-Value Guests
575906,28,83,96.92,0,Low-Value Guests
575907,28,-10,0.0,0,Low-Value Guests
575909,28,-220,0.0,0,Low-Value Guests
575912,28,-7,0.0,0,Low-Value Guests
575925,28,3,5.0,0,Low-Value Guests
575928,28,6,7.5,0,Low-Value Guests
575930,28,1226,4526.33,2,Recent High-Spenders
575934,27,4,4.199999999999999,0,Low-Value Guests
575947,27,574,4357.43,2,Recent High-Spenders
575973,26,490,1068.91,0,Low-Value Guests
575974,26,8,31.6,0,Low-Value Guests
576109,26,180,0.0,0,Low-Value Guests
576110,26,5,0.0,0,Low-Value Guests
576185,26,-130,0.0,0,Low-Value Guests
576192,26,4,0.0,0,Low-Value Guests
576193,26,-8,0.0,0,Low-Value Guests
576234,25,1,326.1,0,Low-Value Guests
576250,25,-74,0.0,0,Low-Value Guests
576258,25,11,0.0,0,Low-Value Guests
576299,25,16,0.0,0,Low-Value Guests
576302,25,46,0.0,0,Low-Value Guests
576329,25,1229,4662.17,2,Recent High-Spenders
576336,25,16,0.0,0,Low-Value Guests
576365,25,13956,50653.91,1,One-Time Big Spenders
576366,25,-50,0.0,0,Low-Value Guests
576367,25,-65,0.0,0,Low-Value Guests
576368,25,-864,0.0,0,Low-Value Guests
576369,25,-288,0.0,0,Low-Value Guests
576391,25,690,3153.19,2,Recent High-Spenders
576404,25,18,0.0,0,Low-Value Guests
576407,25,-57,0.0,0,Low-Value Guests
576410,25,-16,0.0,0,Low-Value Guests
576411,25,-117,0.0,0,Low-Value Guests
576413,25,-22,0.0,0,Low-Value Guests
576414,25,14,0.0,0,Low-Value Guests
576415,25,-2,0.0,0,Low-Value Guests
576419,25,-23,0.0,0,Low-Value Guests
576424,25,-4,0.0,0,Low-Value Guests
576426,25,240,0.0,0,Low-Value Guests
576431,25,15,0.0,0,Low-Value Guests
576436,25,-26,0.0,0,Low-Value Guests
576473,25,-108,0.0,0,Low-Value Guests
576509,25,144,0.0,0,Low-Value Guests
576517,25,17,0.0,0,Low-Value Guests
576547,24,56,0.0,0,Low-Value Guests
576566,24,-186,0.0,0,Low-Value Guests
576569,24,-21,0.0,0,Low-Value Guests
576578,24,-37,0.0,0,Low-Value Guests
576580,24,-5,0.0,0,Low-Value Guests
576585,24,22,0.0,0,Low-Value Guests
576588,24,5,5.8100000000000005,0,Low-Value Guests
576594,24,1,0.0,0,Low-Value Guests
576617,24,1544,5046.62,2,Recent High-Spenders
576618,24,1306,4872.67,2,Recent High-Spenders
576619,24,1,0.0,0,Low-Value Guests
576620,24,1,0.0,0,Low-Value Guests
576632,24,10,0.0,0,Low-Value Guests
576643,24,6,0.0,0,Low-Value Guests
576644,24,684,5508.5199999999995,2,Recent High-Spenders
576646,24,188,333.2,0,Low-Value Guests
576662,24,1,0.0,0,Low-Value Guests
576673,24,4,0.0,0,Low-Value Guests
576674,24,-6,0.0,0,Low-Value Guests
576675,24,3,0.0,0,Low-Value Guests
576762,23,-21,0.0,0,Low-Value Guests
576763,23,-64,0.0,0,Low-Value Guests
576764,23,-1510,0.0,0,Low-Value Guests
576765,23,-550,0.0,0,Low-Value Guests
576766,23,15,0.0,0,Low-Value Guests
576767,23,-60,0.0,0,Low-Value Guests
576773,23,-92,0.0,0,Low-Value Guests
576776,23,-240,0.0,0,Low-Value Guests
576777,23,4,0.0,0,Low-Value Guests
576828,23,19,62.96,0,Low-Value Guests
576829,23,34,164.51,0,Low-Value Guests
576835,23,-2,0.0,0,Low-Value Guests
576837,23,1688,6081.09,2,Recent High-Spenders
576839,23,-22,0.0,0,Low-Value Guests
576840,23,1332,5368.13,2,Recent High-Spenders
576843,23,-82,0.0,0,Low-Value Guests
577037,22,4,0.0,0,Low-Value Guests
577078,22,1361,5217.83,2,Recent High-Spenders
577102,22,200,0.0,0,Low-Value Guests
577111,22,-41,0.0,0,Low-Value Guests
577112,22,-30,0.0,0,Low-Value Guests
577113,22,-43,0.0,0,Low-Value Guests
577114,22,-209,0.0,0,Low-Value Guests
577115,22,-24,0.0,0,Low-Value Guests
577116,22,-28,0.0,0,Low-Value Guests
577117,22,34,0.0,0,Low-Value Guests
577118,22,-47,0.0,0,Low-Value Guests
577119,22,-10,0.0,0,Low-Value Guests
577120,22,-10,0.0,0,Low-Value Guests
577122,22,-57,0.0,0,Low-Value Guests
577123,22,-63,0.0,0,Low-Value Guests
577124,22,-327,0.0,0,Low-Value Guests
577144,22,96,0.0,0,Low-Value Guests
577145,22,110,0.0,0,Low-Value Guests
577150,22,1457,7043.69,2,Recent High-Spenders
577181,22,612,1496.04,0,Low-Value Guests
577231,22,6,22.5,0,Low-Value Guests
577251,22,1,0.0,0,Low-Value Guests
577263,22,66,0.0,0,Low-Value Guests
577264,22,3,0.0,0,Low-Value Guests
577265,22,2,0.0,0,Low-Value Guests
577304,21,-152,0.0,0,Low-Value Guests
577305,21,-21,0.0,0,Low-Value Guests
577306,21,12,0.0,0,Low-Value Guests
577307,21,-313,0.0,0,Low-Value Guests
577339,21,9,0.0,0,Low-Value Guests
577340,21,40,0.0,0,Low-Value Guests
577358,21,1621,5957.66,2,Recent High-Spenders
577401,21,1,4.25,0,Low-Value Guests
577489,20,43,81.76,0,Low-Value Guests
577531,19,608,4785.89,2,Recent High-Spenders
577608,19,5,0.0,0,Low-Value Guests
577611,19,10,0.0,0,Low-Value Guests
577612,19,20,0.0,0,Low-Value Guests
577768,18,1198,4444.83,2,Recent High-Spenders
577777,18,4,8.73,0,Low-Value Guests
577780,18,1,2.95,0,Low-Value Guests
577787,18,-398,0.0,0,Low-Value Guests
577788,18,-210,0.0,0,Low-Value Guests
577789,18,-280,0.0,0,Low-Value Guests
577803,18,8,16.080000000000002,0,Low-Value Guests
577829,18,1,0.0,0,Low-Value Guests
577836,18,-57,0.0,0,Low-Value Guests
577844,18,1242,6167.53,2,Recent High-Spenders
577942,18,26,0.0,0,Low-Value Guests
577944,18,56,0.0,0,Low-Value Guests
577947,18,13,0.0,0,Low-Value Guests
577949,18,44,0.0,0,Low-Value Guests
577953,18,5,0.0,0,Low-Value Guests
577954,18,3,0.0,0,Low-Value Guests
577956,18,3,0.0,0,Low-Value Guests
577959,18,374,0.0,0,Low-Value Guests
577961,18,2,0.0,0,Low-Value Guests
577964,18,2,0.0,0,Low-Value Guests
577966,18,2,0.0,0,Low-Value Guests
577968,18,2,0.0,0,Low-Value Guests
577970,18,4,0.0,0,Low-Value Guests
577971,18,1,0.0,0,Low-Value Guests
577972,18,1,0.0,0,Low-Value Guests
577999,18,-63,0.0,0,Low-Value Guests
578037,17,30,9.5,0,Low-Value Guests
578065,17,1378,4381.48,2,Recent High-Spenders
578066,17,36,40.14,0,Low-Value Guests
578067,17,1085,3826.2799999999997,2,Recent High-Spenders
578095,17,-9,0.0,0,Low-Value Guests
578145,17,-40,0.0,0,Low-Value Guests
578149,17,1008,8124.25,2,Recent High-Spenders
578245,17,-170,0.0,0,Low-Value Guests
578327,16,-504,0.0,0,Low-Value Guests
578328,16,-696,0.0,0,Low-Value Guests
578329,16,-408,0.0,0,Low-Value Guests
578332,16,14,24.85,0,Low-Value Guests
578336,16,1,0.0,0,Low-Value Guests
578337,16,1,0.0,0,Low-Value Guests
578338,16,1,0.0,0,Low-Value Guests
578340,16,8,0.0,0,Low-Value Guests
578344,16,1603,6215.59,2,Recent High-Spenders
578347,16,1514,5526.53,2,Recent High-Spenders
578360,16,2,0.0,0,Low-Value Guests
578374,16,50,0.0,0,Low-Value Guests
578426,16,-12,0.0,0,Low-Value Guests
578431,16,-18,0.0,0,Low-Value Guests
578456,16,11,0.0,0,Low-Value Guests
578473,16,-101,0.0,0,Low-Value Guests
578474,16,-56,0.0,0,Low-Value Guests
578475,16,-149,0.0,0,Low-Value Guests
578476,16,-124,0.0,0,Low-Value Guests
578477,16,-224,0.0,0,Low-Value Guests
578478,16,-428,0.0,0,Low-Value Guests
578524,15,-25,0.0,0,Low-Value Guests
578525,15,-179,0.0,0,Low-Value Guests
578527,15,-14,0.0,0,Low-Value Guests
578528,15,-20,0.0,0,Low-Value Guests
578529,15,-23,0.0,0,Low-Value Guests
578539,15,453,632.55,0,Low-Value Guests
578628,15,20,0.0,0,Low-Value Guests
578629,15,24,0.0,0,Low-Value Guests
578632,15,4,0.0,0,Low-Value Guests
578691,15,24,0.0,0,Low-Value Guests
578692,15,212,0.0,0,Low-Value Guests
578693,15,1,0.0,0,Low-Value Guests
578700,15,1,0.0,0,Low-Value Guests
578733,15,-9,0.0,0,Low-Value Guests
578738,15,-33,0.0,0,Low-Value Guests
578746,15,1402,6778.7300000000005,2,Recent High-Spenders
578788,15,4,12.46,0,Low-Value Guests
578823,14,6,75.0,0,Low-Value Guests
578827,14,1256,5078.0199999999995,2,Recent High-Spenders
578828,14,3,11.54,0,Low-Value Guests
578833,14,913,7483.83,2,Recent High-Spenders
578837,14,-24,0.0,0,Low-Value Guests
578838,14,-267,0.0,0,Low-Value Guests
578839,14,-175,0.0,0,Low-Value Guests
578840,14,-70,0.0,0,Low-Value Guests
578842,14,11,12.3,0,Low-Value Guests
578844,14,1184,4688.19,2,Recent High-Spenders
578845,14,1,3.75,0,Low-Value Guests
578847,14,1,4.25,0,Low-Value Guests
578930,13,1,0.0,0,Low-Value Guests
578940,12,635,3310.12,2,Recent High-Spenders
579187,11,1402,5333.5199999999995,2,Recent High-Spenders
579272,11,2,0.0,0,Low-Value Guests
579275,11,1,0.0,0,Low-Value Guests
579289,11,4,7.0600000000000005,0,Low-Value Guests
579291,11,955,4584.66,2,Recent High-Spenders
579297,11,662,5402.23,2,Recent High-Spenders
579352,11,29,54.14,0,Low-Value Guests
579361,11,5,21.85,0,Low-Value Guests
579429,10,-98,0.0,0,Low-Value Guests
579460,10,-151,0.0,0,Low-Value Guests
579463,10,2,16.4,0,Low-Value Guests
579471,10,404,3063.88,2,Recent High-Spenders
579500,10,33,0.0,0,Low-Value Guests
579508,10,1517,5805.01,2,Recent High-Spenders
579512,10,1345,4789.02,2,Recent High-Spenders
579537,10,5,18.15,0,Low-Value Guests
579546,10,228,306.97,0,Low-Value Guests
579557,10,600,2739.38,2,Recent High-Spenders
579563,10,36,0.0,0,Low-Value Guests
579680,9,60,0.0,0,Low-Value Guests
579681,9,-26,0.0,0,Low-Value Guests
579682,9,-145,0.0,0,Low-Value Guests
579683,9,-28,0.0,0,Low-Value Guests
579688,9,-33,0.0,0,Low-Value Guests
579691,9,-5,0.0,0,Low-Value Guests
579694,9,524,3982.55,2,Recent High-Spenders
579731,9,-46,0.0,0,Low-Value Guests
579732,9,-10,0.0,0,Low-Value Guests
579733,9,-41,0.0,0,Low-Value Guests
579734,9,-153,0.0,0,Low-Value Guests
579735,9,-40,0.0,0,Low-Value Guests
579738,9,8,0.0,0,Low-Value Guests
579740,9,13,32.07,0,Low-Value Guests
579742,9,-1131,0.0,0,Low-Value Guests
579743,9,-135,0.0,0,Low-Value Guests
579744,9,268,611.66,0,Low-Value Guests
579745,9,-40,0.0,0,Low-Value Guests
579751,9,139,1058.71,0,Low-Value Guests
579755,9,-14,0.0,0,Low-Value Guests
579777,9,1763,6769.0599999999995,2,Recent High-Spenders
579787,9,394,3127.18,2,Recent High-Spenders
579873,9,18,0.0,0,Low-Value Guests
579879,9,17,0.0,0,Low-Value Guests
579880,9,5,0.0,0,Low-Value Guests
579909,9,30,75.51,0,Low-Value Guests
580087,8,-2,0.0,0,Low-Value Guests
580115,8,1988,7225.78,2,Recent High-Spenders
580124,8,176,361.97,0,Low-Value Guests
580145,8,1,0.0,0,Low-Value Guests
580146,8,1086,4992.68,2,Recent High-Spenders
580148,8,114,862.49,0,Low-Value Guests
580150,8,3,16.53,0,Low-Value Guests
580197,8,6,0.0,0,Low-Value Guests
580218,8,-300,0.0,0,Low-Value Guests
580359,7,-35,0.0,0,Low-Value Guests
580366,7,85,198.26,0,Low-Value Guests
580367,7,1872,6821.21,2,Recent High-Spenders
580369,7,19,59.21,0,Low-Value Guests
580376,7,8,0.0,0,Low-Value Guests
580377,7,-29,0.0,0,Low-Value Guests
580378,7,-73,0.0,0,Low-Value Guests
580379,7,-144,0.0,0,Low-Value Guests
580380,7,-20,0.0,0,Low-Value Guests
580381,7,-9,0.0,0,Low-Value Guests
580382,7,-900,0.0,0,Low-Value Guests
580383,7,-37,0.0,0,Low-Value Guests
580390,6,1,0.0,0,Low-Value Guests
580391,6,1,0.0,0,Low-Value Guests
580508,5,20,36.6,0,Low-Value Guests
580519,5,938,4171.41,2,Recent High-Spenders
580521,5,1,7.95,0,Low-Value Guests
580537,5,16,29.51,0,Low-Value Guests
580546,5,-21,0.0,0,Low-Value Guests
580547,5,-390,0.0,0,Low-Value Guests
580549,5,66,0.0,0,Low-Value Guests
580561,5,-9,0.0,0,Low-Value Guests
580580,5,10,0.0,0,Low-Value Guests
580586,5,4,0.0,0,Low-Value Guests
580588,5,5,0.0,0,Low-Value Guests
580609,5,1,0.0,0,Low-Value Guests
580610,5,948,7574.48,2,Recent High-Spenders
580612,5,852,7000.88,2,Recent High-Spenders
580674,4,7,4.97,0,Low-Value Guests
580683,4,2,8.3,0,Low-Value Guests
580699,4,2,7.5,0,Low-Value Guests
580709,4,2,6.7,0,Low-Value Guests
580715,4,5,6.25,0,Low-Value Guests
580724,4,2,4.54,0,Low-Value Guests
580729,4,2456,9020.83,2,Recent High-Spenders
580730,4,1858,6870.2,2,Recent High-Spenders
580732,4,16,35.099999999999994,0,Low-Value Guests
580739,4,5,10.440000000000001,0,Low-Value Guests
580743,4,1,0.0,0,Low-Value Guests
580748,4,5,9.95,0,Low-Value Guests
580754,4,979,4429.46,2,Recent High-Spenders
580976,3,1,5.29,0,Low-Value Guests
580983,3,1651,6114.03,2,Recent High-Spenders
580990,3,-48,0.0,0,Low-Value Guests
580991,3,-288,0.0,0,Low-Value Guests
581023,3,766,6061.34,2,Recent High-Spenders
581102,3,20,0.0,0,Low-Value Guests
581103,3,4,0.0,0,Low-Value Guests
581190,2,-102,0.0,0,Low-Value Guests
581197,2,12,23.61,0,Low-Value Guests
581198,2,-30,0.0,0,Low-Value Guests
581199,2,-2,0.0,0,Low-Value Guests
581200,2,-21,0.0,0,Low-Value Guests
581201,2,-155,0.0,0,Low-Value Guests
581202,2,41,0.0,0,Low-Value Guests
581203,2,15,0.0,0,Low-Value Guests
581204,2,-355,0.0,0,Low-Value Guests
581205,2,-55,0.0,0,Low-Value Guests
581206,2,-87,0.0,0,Low-Value Guests
581207,2,-337,0.0,0,Low-Value Guests
581208,2,-10,0.0,0,Low-Value Guests
581209,2,6,0.0,0,Low-Value Guests
581210,2,-26,0.0,0,Low-Value Guests
581211,2,14,0.0,0,Low-Value Guests
581212,2,-1050,0.0,0,Low-Value Guests
581213,2,-30,0.0,0,Low-Value Guests
581217,2,1853,6947.75,2,Recent High-Spenders
581219,2,2151,8159.03,2,Recent High-Spenders
581226,2,-338,0.0,0,Low-Value Guests
581234,2,27,0.0,0,Low-Value Guests
581238,2,692,5370.55,2,Recent High-Spenders
581256,2,1074,4839.42,2,Recent High-Spenders
581406,1,540,0.0,0,Low-Value Guests
581408,1,20,0.0,0,Low-Value Guests
581422,1,-235,0.0,0,Low-Value Guests
581431,1,14,17.9,0,Low-Value Guests
581435,1,2,3.35,0,Low-Value Guests
581439,1,1748,6637.59,2,Recent High-Spenders
581492,1,2011,7689.23,2,Recent High-Spenders
581497,1,654,3217.2000000000003,2,Recent High-Spenders
581498,1,732,5664.889999999999,2,Recent High-Spenders
A563185,119,1,11062.06,2,Recent High-Spenders
A563186,119,1,-11062.06,0,Low-Value Guests
A563187,119,1,-11062.06,0,Low-Value Guests
C537251,369,-103,-219.72,0,Low-Value Guests
C537572,368,-1,-95.38,0,Low-Value Guests
C537581,368,-2,-64.95,0,Low-Value Guests
C537600,368,-1,-1.0,0,Low-Value Guests
C537610,367,-1,-631.31,0,Low-Value Guests
C537613,367,-1,-313.78,0,Low-Value Guests
C537630,367,-1,-13541.33,0,Low-Value Guests
C537644,367,-1,-13474.79,0,Low-Value Guests
C537647,367,-1,-5519.25,0,Low-Value Guests
C537651,367,-1,-13541.33,0,Low-Value Guests
C537652,367,-1,-6706.71,0,Low-Value Guests
C538189,365,-1,-133.08,0,Low-Value Guests
C538680,361,-1,-966.92,0,Low-Value Guests
C538681,361,-1,-316.3,0,Low-Value Guests
C538682,361,-1,-1130.9,0,Low-Value Guests
C538686,361,-1,-2.55,0,Low-Value Guests
C539756,353,-1,-4.95,0,Low-Value Guests
C539948,352,-4,-15.0,0,Low-Value Guests
C540117,339,-1,-16888.02,0,Low-Value Guests
C540118,339,-1,-16453.71,0,Low-Value Guests
C540155,339,-54,-205.74,0,Low-Value Guests
C540266,338,-2,-493.38,0,Low-Value Guests
C540559,334,-4,-15.0,0,Low-Value Guests
C540854,332,-1,-12.75,0,Low-Value Guests
C541492,325,-8,-30.7,0,Low-Value Guests
C541650,324,-1,-544.4,0,Low-Value Guests
C541651,324,-1,-1283.8,0,Low-Value Guests
C541653,324,-1,-1050.15,0,Low-Value Guests
C542540,315,-3,-15.989999999999998,0,Low-Value Guests
C542860,312,-1,-5.95,0,Low-Value Guests
C543185,309,-28,-46.199999999999996,0,Low-Value Guests
C543384,305,-1,-7.95,0,Low-Value Guests
C544047,298,-1,-1435.79,0,Low-Value Guests
C544049,298,-1,-566.37,0,Low-Value Guests
C544054,298,-1,-869.55,0,Low-Value Guests
C544575,291,-1,-134.76,0,Low-Value Guests
C544576,291,-1,-149.16,0,Low-Value Guests
C544580,291,-16,-188.67,0,Low-Value Guests
C544581,291,-4,-267.93,0,Low-Value Guests
C544583,291,-7,-339.92,0,Low-Value Guests
C544584,291,-1,-109.84,0,Low-Value Guests
C544587,291,-1,-5575.28,0,Low-Value Guests
C544589,291,-1,-5258.77,0,Low-Value Guests
C544671,290,-1,-21.9,0,Low-Value Guests
C545506,282,-12,-10.2,0,Low-Value Guests
C545884,277,-1,-537.83,0,Low-Value Guests
C545886,277,-1,-222.59,0,Low-Value Guests
C545887,277,-1,-326.68,0,Low-Value Guests
C546557,270,-1,-2583.76,0,Low-Value Guests
C546758,268,-1,-2.1,0,Low-Value Guests
C546943,267,-1,-56.93,0,Low-Value Guests
C546948,267,-2,-116.84,0,Low-Value Guests
C546975,267,-1,-19.05,0,Low-Value Guests
C546987,266,-1,-5693.05,0,Low-Value Guests
C546989,266,-1,-5225.03,0,Low-Value Guests
C547008,266,-1,-1.25,0,Low-Value Guests
C547091,264,-17,-53.35000000000001,0,Low-Value Guests
C547725,260,-811,-572.0,0,Low-Value Guests
C547899,257,-2,-1542.01,0,Low-Value Guests
C547904,257,-1,-219.76,0,Low-Value Guests
C547905,257,-2,-435.41,0,Low-Value Guests
C547908,257,-2,-684.9100000000001,0,Low-Value Guests
C547913,257,-2,-338.39,0,Low-Value Guests
C547915,257,-2,-194.98999999999998,0,Low-Value Guests
C548605,253,-1,-2.95,0,Low-Value Guests
C549931,241,-1,-97.35,0,Low-Value Guests
C550932,232,-1,-475.69,0,Low-Value Guests
C550933,232,-1,-678.03,0,Low-Value Guests
C550935,232,-1,-194.97,0,Low-Value Guests
C552203,217,-1,-189.44,0,Low-Value Guests
C552455,214,-1,-587.08,0,Low-Value Guests
C552458,214,-1,-440.29,0,Low-Value Guests
C552459,214,-1,-598.59,0,Low-Value Guests
C553354,207,-1,-5876.4,0,Low-Value Guests
C553355,207,-1,-7006.83,0,Low-Value Guests
C553370,207,-2,-279.99,0,Low-Value Guests
C553372,207,-2,-328.72999999999996,0,Low-Value Guests
C553373,207,-2,-250.22,0,Low-Value Guests
C553376,207,-2,-292.54,0,Low-Value Guests
C553378,207,-2,-297.12,0,Low-Value Guests
C553511,206,-1,-86.9,0,Low-Value Guests
C553513,206,-2,-113.57,0,Low-Value Guests
C553528,206,-1,-82.73,0,Low-Value Guests
C553531,206,-7,-289.48,0,Low-Value Guests
C553854,204,-3,-5.92,0,Low-Value Guests
C553862,204,-1,-10.76,0,Low-Value Guests
C553865,204,-1,-16.5,0,Low-Value Guests
C554544,199,-1,-102.64,0,Low-Value Guests
C554716,198,-2,-3.3,0,Low-Value Guests
C556807,178,-2,-106.53,0,Low-Value Guests
C556870,178,-1,-306.6,0,Low-Value Guests
C556874,178,-1,-464.52,0,Low-Value Guests
C556875,178,-1,-702.38,0,Low-Value Guests
C557381,173,-1,-1216.12,0,Low-Value Guests
C557387,173,-1,-1917.0,0,Low-Value Guests
C557663,171,-563,-1096.14,0,Low-Value Guests
C557664,171,-2,-18.7,0,Low-Value Guests
C558036,169,-1,-5791.18,0,Low-Value Guests
C558037,169,-1,-4534.24,0,Low-Value Guests
C558048,168,-1,-542.2,0,Low-Value Guests
C558347,164,-6,-55.510000000000005,0,Low-Value Guests
C558349,164,-1,-82.89,0,Low-Value Guests
C558359,164,-1,-570.0,0,Low-Value Guests
C558364,164,-2,-12.239999999999998,0,Low-Value Guests
C559915,149,-1,-4383.62,0,Low-Value Guests
C559917,149,-1,-6497.47,0,Low-Value Guests
C559949,149,-2,-5.9,0,Low-Value Guests
C560386,144,-1,-9.72,0,Low-Value Guests
C560822,142,-1,-770.26,0,Low-Value Guests
C560823,142,-1,-21.9,0,Low-Value Guests
C560825,142,-1,-367.38,0,Low-Value Guests
C561239,137,-6,-12.3,0,Low-Value Guests
C561966,130,-1,-4.13,0,Low-Value Guests
C562030,130,-1,-3.29,0,Low-Value Guests
C562062,130,-1,-4575.64,0,Low-Value Guests
C562086,130,-1,-6721.37,0,Low-Value Guests
C562617,124,-2,-9.9,0,Low-Value Guests
C563535,115,-1,-612.46,0,Low-Value Guests
C563536,115,-1,-413.68,0,Low-Value Guests
C563537,115,-1,-793.32,0,Low-Value Guests
C564183,108,-2,-73.24,0,Low-Value Guests
C564340,107,-1,-4527.65,0,Low-Value Guests
C564341,107,-1,-6662.51,0,Low-Value Guests
